ano,mes,sigla_uf,densidade,Latitude,Longitude
2022,11,PB,102.3474906875,-7.06,-35.55
2022,11,PA,92.1607854579,-5.53,-52.29
2022,11,MT,106.62384221331,-12.64,-55.42
2022,11,MS,104.14604418326,-20.51,-54.54
2022,11,MG,106.33153929082,-18.10,-44.38
2022,11,MA,84.79913070585,-2.55,-44.30
2022,11,GO,102.81963956374,-16.64,-49.31
2022,11,ES,108.21043822776,-19.19,-40.34
2022,11,DF,129.10036250456,-15.83,-47.86
2022,11,CE,100.17808866739,-3.71,-38.54
2022,11,BA,99.300452158422,-12.96,-38.51
2022,11,AP,102.5915191109,1.41,-51.77
2022,11,AM,96.899198842985,-3.07,-61.66
2022,11,AL,94.139333163017,-9.71,-35.73
2022,11,AC,97.386226455557,-8.77,-70.55
2022,10,TO,106.12176711376,-10.25,-48.25
2022,10,SP,121.60651244059,-23.55,-46.64
2022,10,SE,103.29369041229,-10.90,-37.07
2022,10,SC,106.37417126075,-27.33,-49.44
2022,10,RS,107.87550689279,-30.11,-51.22
2022,10,RR,98.100118968479,1.89,-61.22
2022,10,RO,106.83522494396,-11.22,-62.80
2022,10,RN,99.216298662248,-5.22,-36.52
2022,10,RJ,119.86066980248,-22.84,-43.15
2022,10,PR,104.48672260436,-24.89,-51.55
2022,10,PI,93.777774379053,-8.28,-43.68
2022,10,PE,104.1611586465,-8.28,-35.07
2022,10,PB,102.51428168862,-7.06,-35.55
2022,10,PA,95.814447078978,-5.53,-52.29
2022,10,MT,110.9425734521,-12.64,-55.42
2022,10,MS,106.94917836544,-20.51,-54.54
2022,10,MG,109.7646211414,-18.10,-44.38
2022,10,MA,87.598078980368,-2.55,-44.30
2022,10,GO,107.73549770468,-16.64,-49.31
2022,10,ES,111.31247120767,-19.19,-40.34
2022,10,DF,132.84915380104,-15.83,-47.86
2022,10,CE,100.49984712833,-3.71,-38.54
2022,10,BA,104.70905039092,-12.96,-38.51
2022,10,AP,110.30145547151,1.41,-51.77
2022,10,AM,100.77692566303,-3.07,-61.66
2022,10,AL,94.438133071315,-9.71,-35.73
2022,10,AC,100.30035203717,-8.77,-70.55
2022,1,TO,94.766583528425,-10.25,-48.25
2022,1,SP,114.60364578702,-23.55,-46.64
2022,1,SE,95.566467705008,-10.90,-37.07
2022,1,SC,107.88219838105,-27.33,-49.44
2022,1,RS,100.20131459723,-30.11,-51.22
2022,1,RR,86.160533036725,1.89,-61.22
2022,1,RO,91.518158651182,-11.22,-62.80
2022,1,RN,95.836112356894,-5.22,-36.52
2022,1,RJ,108.23335203345,-22.84,-43.15
2022,1,PR,101.37852313485,-24.89,-51.55
2022,1,PI,93.384164971772,-8.28,-43.68
2022,1,PE,101.27670948619,-8.28,-35.07
2022,1,PB,104.4206502369,-7.06,-35.55
2022,1,PA,87.126124685034,-5.53,-52.29
2022,1,MT,104.95173571456,-12.64,-55.42
2022,1,MS,100.3222752421,-20.51,-54.54
2022,1,MG,105.8825386678,-18.10,-44.38
2022,1,MA,82.743145714501,-2.55,-44.30
2022,1,GO,104.49151464028,-16.64,-49.31
2022,1,ES,102.44728743378,-19.19,-40.34
2022,1,DF,116.237919417,-15.83,-47.86
2022,1,CE,99.531165792623,-3.71,-38.54
2022,1,BA,96.230668701374,-12.96,-38.51
2022,1,AP,88.335405241262,1.41,-51.77
2022,1,AM,90.35537512339,-3.07,-61.66
2022,1,AL,90.565501191406,-9.71,-35.73
2022,1,AC,86.739642464902,-8.77,-70.55
2021,9,TO,94.42596351913,-10.25,-48.25
2021,9,SP,113.80733943774,-23.55,-46.64
2021,9,SE,93.729372231635,-10.90,-37.07
2021,9,SC,105.72123110625,-27.33,-49.44
2021,9,RS,98.660783508319,-30.11,-51.22
2021,9,RR,82.902439510168,1.89,-61.22
2021,9,RO,89.249415241082,-11.22,-62.80
2021,9,RN,94.52660238147,-5.22,-36.52
2021,9,RJ,106.70625662924,-22.84,-43.15
2021,9,PR,100.22404859537,-24.89,-51.55
2021,9,PI,92.854263382067,-8.28,-43.68
2021,9,PE,98.420234934225,-8.28,-35.07
2021,9,PB,94.624529391698,-7.06,-35.55
2021,9,PA,84.938266794453,-5.53,-52.29
2021,9,MT,103.10032927473,-12.64,-55.42
